,startdate_0,socio1_0,rse1_0,edu1_0,edu2_0,edu4_0,rse4de_0,rse3_0,soft2can_0,soft1can_0,time1can_0,time2can_0,time3can_0,time4can_0,time5can_0,timeLike6zaf_0,timeLike7zaf_0,timeLike8zaf_0,timeLike9zaf_0,timeLike10zaf_0,currentEmp1_0,currentEmp12_0,currentEmp10_0,currentEmp11_0,currentEmp13_0,currentEmp13_1,currentEmp13_2,currentEmp13_3,currentEmp13_4,currentEmp13_5,currentEmp13_6,currentEmp13_7,currentEmp13_8,currentEmp13_9,currentEmp13_10,currentEmp13_11,currentEmp13_12,currentEmp13_13,currentEmp13_14,currentEmp13_15,currentEmp13_16,currentEmp13_17,currentEmp13_18,currentEmp13_19,currentEmp13_20,currentEmp13_21,currentEmp13_22,currentEmp13_23,currentEmp13_24,currentEmp13_25,currentEmp13_26,currentEmp13_27,currentEmp13_28,currentEmp13_29,currentEmp13_30,currentEmp13_31,currentEmp13_32,currentEmp13_33,currentEmp13_34,currentEmp13_35,currentEmp13_36,currentEmp13_37,currentEmp13_38,currentEmp13_39,currentEmp13_40,currentEmp13_41,currentEmp13_42,currentEmp13_43,currentEmp13_44,currentEmp13_45,currentEmp13_46,currentEmp13_47,currentEmp13_48,currentEmp13_49,currentEmp13_50,currentEmp13_51,currentEmp13_52,currentEmp13_53,currentEmp13_54,currentEmp13_55,currentEmp13_56,currentEmp13_57,currentEmp13_58,currentEmp13_59,currentEmp13_60,currentEmp13_61,currentEmp13_62,currentEmp13_63,currentEmp13_64,currentEmp13can_0,currentEmp13can_1,currentEmp13can_2,currentEmp13can_3,currentEmp13can_4,currentEmp13can_5,currentEmp13can_6,currentEmp13can_7,currentEmp13can_8,currentEmp13can_9,currentEmp13can_10,currentEmp13can_11,currentEmp13can_12,currentEmp13can_13,currentEmp13can_14,currentEmp13can_15,currentEmp13can_16,currentEmp13can_17,currentEmp13can_18,currentEmp13can_19,currentEmp13can_20,currentEmp13can_21,currentEmp13can_22,currentEmp13can_23,currentEmp13can_24,currentEmp13can_25,currentEmp13can_26,currentEmp13can_27,currentEmp13can_28,currentEmp13can_29,currentEmp13can_30,currentEmp13can_31,currentEmp13can_32,currentEmp13can_33,currentEmp13can_34,currentEmp13can_35,currentEmp13can_36,currentEmp13can_37,currentEmp13can_38,currentEmp13can_39,currentEmp13can_40,currentEmp13can_41,currentEmp13can_42,currentEmp13can_43,currentEmp13can_44,currentEmp13can_45,currentEmp13can_46,currentEmp13can_47,currentEmp13can_48,currentEmp13can_49,currentEmp13can_50,currentEmp13can_51,currentEmp13can_52,currentEmp13can_53,currentEmp13can_54,currentEmp13aus_0,currentEmp13aus_1,currentEmp13aus_2,currentEmp13aus_3,currentEmp13aus_4,currentEmp13aus_5,currentEmp13aus_6,currentEmp13aus_7,currentEmp13aus_8,currentEmp13aus_9,currentEmp13aus_10,currentEmp13aus_11,currentEmp13aus_12,currentEmp13aus_13,currentEmp13aus_14,currentEmp13aus_15,currentEmp13aus_16,currentEmp13aus_17,currentEmp13aus_18,currentEmp13aus_19,currentEmp13aus_20,currentEmp13aus_21,prevEmp1_0,prevEmp2_0,prevEmp2_1,prevEmp2_2,prevEmp2_3,prevEmp2_4,currentWork1_0,currentWork2_0,paper2mod_0,conf1can_0,conf2can_0,proj1can_0,proj2can_0,proj7can_0,proj8can_0,stability1_0,stability2_0,proj4can_0,proj4can_1,proj4can_2,proj4can_3,proj5can_0,open1can_0,open2de_0,open3can_0,open3de_0,open1de_0,proj5zaf_0,proj5zaf_1,proj5zaf_2,proj5zaf_3,proj5zaf_4,proj6zaf_0,train2_0,train3_0,fund2_0,fund2_1,fund2_2,fund2_3,fund2_4,fund2_5,fund2_6,fund2_7,fund2_8,fund2_9,fund2_10,fund2_11,fund2_12,fund2_13,fund2_14,fund2_15,fund2_16,fund1can_0,satisGen1_0,satisGen2_0,recog1_0,recog2_0,recog3_0,turnOver3_0,turnOver6_0,percEmp1_0,percEmp3_0,progRSE1_0,progRSE2_0,progRSE3_0,progRSE5_0,ukrse1_0,org1can_0,org2can_0,org2can_1,org2can_2,org2can_3,org2can_4,tool2_0,tool4can_0,tool4can_1,tool4can_2,tool4can_3,tool4can_4,tool4can_5,tool4can_6,tool4can_7,tool4can_8,tool4can_9,tool4can_10,tool4can_11,tool4can_12,tool4can_13,tool4can_14,tool4can_15,tool4can_16,tool4can_17,tool4can_18,tool4can_19,tool4can_20,tool4can_21,tool4can_22,tool4can_23,tool4can_24,tool4can_25,tool4can_26,tool4can_27,tool4can_28,tool4can_29,tool4can_30,tool4can_31,tool4can_32,tool4can_33,tool4can_34,tool4can_35,tool5can_0,tool5can_1,tool5can_2,tool5can_3,tool5can_4,tool5can_5,tool5can_6,ukrse3_0,ukrse12de_0,skill2_0,Year_0,row_id
952,03/12/2018 14:18,South Africa,True,Masters Degree,Computer Science,MSC in IT,False,5 - Mostly other people,True,5.0,8,2,1 (None at all),1 (None at all),2,9,2,2,2,4,University,Full Time,Permanent -- funded by Institution core funding,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,The salary,I want to learn new skills,Opportunity to develop software,Opportunity for career advancement,Freedom to choose own working practices,Same researcher(s),True,Not mentioned at all,False,,11.0,1.0,,,1.0,False,True,False,True,False,,9,1 (None at all),1 (None at all),,What is ORCID?,False,False,True,False,False,Trello,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,1,1,Disagree,Agree,Disagree,9,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,False,True,False,False,True,True,True,Windows,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,Udemy courses,True,"Mobile app development (Android & iOS), Angular, Docker",2018,2018_952
953,03/12/2018 14:34,Germany,True,Masters Degree,History,,True,3,False,7.0,4,3,8,2,2,6,6,3,2,1 (None at all),Other,Full Time,Fixed term -- funded by Institution core funding,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018_953
954,03/12/2018 15:31,Germany,True,PhD,Physics and Astronomy,,True,3,False,5.0,3,5,4,3,1 (None at all),3,6,3,2,,University,Full Time,Fixed term -- funded by project funds,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,Desire to work in a research environment,Desire to advance research,Opportunity for career advancement,I want to learn new skills,Freedom to choose own working practices,Same researcher(s),True,Named as co-author,True,General Assembly of the Europeean Geoscience Union (EGU); viele andere,4.0,3.0,,,2.0,False,False,True,True,False,,6,10 (All the time),6,Bibliothek vor Ort,True,False,False,True,False,False,"Github, Mattermost chats",2.0,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,10 - Completely satisfied,9,Agree,Strongly Agree,Agree,1 (None at all),Strongly disagree,Agree,,Neither agree or disagree,Agree,Agree,Neither agree or disagree,False,,,,,,,GNU/Linux,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Fortran  und dann viel Selbststudium,,"object-oriented programming, modular programming",2018,2018_954
955,03/12/2018 18:09,Germany,True,Masters Degree,Geography & Environmental Sciences,M.Sc.,False,2,False,6.0,6,5,3,3,1 (None at all),6,5,3,3,1 (None at all),University,Part-time,Fixed term -- funded by Institution core funding,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Flexible working hours,Desire to work in a research environment,Opportunity to develop software,Freedom to choose own working practices,The salary,"Different researchers, same research group",False,Named as co-author,True,FOSS4G-E,1.0,2.0,,,1.0,False,False,False,True,False,,10 (All the time),10 (All the time),1 (None at all),,True,False,False,True,False,False,GitHub,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,9,10 - Completely satisfied,Strongly Agree,Strongly Agree,Strongly Agree,1 (None at all),Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,False,True,True,True,False,True,False,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,"few university classes, mostly self taught via trial and error and searching the internet",True,"general software structuring and management, parallel computing, server maintenance",2018,2018_955
956,04/12/2018 12:10,Germany,True,Masters Degree,Physics and Astronomy,,False,1,False,5.0,8,9,2,2,2,8,9,2,2,2,Helmholtz Association of German Research Centres,Part-time,Fixed term -- funded by project funds,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to work in a research environment,Freedom to choose own working practices,Flexible working hours,Desire to advance research,Opportunity for career advancement,Same researcher(s),False,Named as co-author,True,"EAGE, SEG, EMIW, DGG, EMTF",1.0,1.0,,,1.0,False,False,True,True,False,,5,5,1 (None at all),,What is ORCID?,False,False,True,False,False,,0.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,9,9,Strongly Agree,Strongly Agree,Neither agree or disagree,8,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly Agree,Disagree,Agree,,,,,,,,Windows,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,"Trial and error, practise, simply doing stuff since 10 years",True,"learn python, proper unit testing and documentation",2018,2018_956
957,04/12/2018 12:33,Germany,True,Masters Degree,Theology & Religious Studies,Jewish studies,,4,True,18.0,8,4,3,2,5,8,5,3,3,5,Other,Part-time,Fixed term -- funded by project funds,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Freedom to choose own working practices,Ability to work across disciplines,I want to learn new skills,Opportunity to develop software,Flexible working hours,"Different researchers, same research group",True,Named as co-author,,,3.0,1.0,,,2.0,True,False,True,True,False,,2,5,1 (None at all),,True,False,True,True,False,False,Wiki Tickets,6.0,Workshops an Universitäten,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,8,9,Neither agree or disagree,Agree,Agree,3,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,False,True,True,True,False,True,False,OS X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Autodidaktisch,True,Dokumentation,2018,2018_957
958,04/12/2018 22:08,United States,True,PhD,Physics and Astronomy,,False,2,True,5.0,7,2,4,1 (None at all),2,7,3,2,1 (None at all),3,University,Full Time,Fixed term -- funded by project funds,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Opportunity to develop software,Desire to work in a research environment,The salary,Ability to work across disciplines,Opportunity for career advancement,Same researcher(s),False,Named as co-author,False,,2.0,2.0,,,1.0,False,False,True,True,False,,10 (All the time),2,1 (None at all),,True,False,False,True,False,False,"Asana task manager, slack",0.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,7,8,Agree,Agree,Neither agree or disagree,3,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Agree,False,,,,,,,OS X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,self-taught,True,"nosql databases, continuous integration testing, ???",2018,2018_958
959,05/12/2018 15:15,Brazil,True,PhD,Mathematics,,False,0 - Mostly me,False,18.0,9,7,5,9,4,10 (All my time),9,1 (None at all),7,3,University,Full Time,Permanent -- funded by Institution core funding,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Freedom to choose own working practices,Desire to advance research,Desire to work in a research environment,Flexible working hours,Ability to work across disciplines,Regularly change researcher(s),False,Named as co-author,True,,3.0,1.0,100.0,False,1.0,False,False,False,True,False,No formal methodology,10 (All the time),8,6,Zenodo,False,False,False,True,False,False,"github, gitlab",0.0,Software carpentry,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,7,8,Neither agree or disagree,Agree,Strongly disagree,8,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,,Disagree,Strongly Agree,False,True,True,True,True,True,True,GNU/Linux,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,"On my own, part of my applied math education",True,HPC skills; ability to work with software/project management; R skills,2018,2018_959
960,06/12/2018 13:05,Germany,True,Masters Degree,Physics and Astronomy,,False,5 - Mostly other people,False,10.0,9,8,2,1 (None at all),2,9,10 (All my time),3,2,1 (None at all),Fraunhofer Society,Part-time,Fixed term -- funded by project funds,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fraunhofer Society,Desire to work in a research environment,Desire to advance research,Opportunity to develop software,I want to learn new skills,Flexible working hours,Same researcher(s),True,Not mentioned at all,False,,6.0,2.0,,,1.0,False,False,False,True,False,,1 (None at all),1 (None at all),1 (None at all),,True,False,False,True,False,False,,3.0,,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,,8,6,Agree,Agree,Disagree,1 (None at all),Disagree,Disagree,Strongly Agree,Agree,Disagree,Neither agree or disagree,Agree,False,True,True,True,True,True,True,Windows,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,"Studium, Autodidaktisch",True,"KI, Big Data Analysis, Open Source Partizipation",2018,2018_960
961,06/12/2018 21:01,Germany,True,PhD,Biological Sciences,,False,2,False,5.0,3,1 (None at all),4,1 (None at all),3,10 (All my time),8,1 (None at all),1 (None at all),1 (None at all),Private Company,Full Time,Permanent -- funded by Institution core funding,99.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Planck Society,The salary,Opportunity to develop software,Opportunity for career advancement,Flexible working hours,Freedom to choose own working practices,Same researcher(s),True,Named as co-author,False,,5.0,2.0,,,1.0,False,False,True,True,False,,8,8,2,Journal,False,False,False,True,False,False,"GitHub, BitBucket, GitLab",0.0,-,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,4,6,Disagree,Agree,Disagree,4,Strongly Agree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Agree,True,,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,,,,,,,,Learning by Doing und Einsteigerkurse,True,"Validation, Testing, Deployment",2018,2018_961
962,07/12/2018 16:28,Germany,True,Masters Degree,Librarianship & Information Management,,False,1,True,4.0,6,4,4,2,4,7,5,3,3,4,Other,Full Time,Fixed term -- funded by Institution core funding,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,I want to learn new skills,Ability to work across disciplines,Opportunity for career advancement,Flexible working hours,Freedom to choose own working practices,Regularly change researcher(s),True,Named as co-author,True,"Digital Humanities im deutschsprachigen Raum (DHd), Digital Humanities (DH), Electronic Media and Visual Arts (EVA), Japanese Digital Humanities Conference (JADH), Text Encoding Initiative Conference (TEI)",4.0,2.0,,,1.0,False,False,False,True,False,,6,4,3,,False,False,False,True,False,False,Github,2.0,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,,4,8,Agree,Strongly Agree,Strongly Agree,5,Agree,Agree,Agree,Disagree,Strongly disagree,Neither agree or disagree,Agree,,,,,,,,GNU/Linux,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,,,,,,,,"Online Tutorials, MOOCs",True,"Projektmanagement, UX Design, Agile Methoden",2018,2018_962
963,10/12/2018 13:27,Germany,True,Other,Mechanical Engineering,,False,0 - Mostly me,False,10.0,2,1 (None at all),1 (None at all),1 (None at all),8,2,1 (None at all),1 (None at all),1 (None at all),8,Helmholtz Association of German Research Centres,Full Time,Permanent -- funded by Institution core funding,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018_963
