,startdate_0,socio1_0,rse1_0,edu1_0,edu2_0,edu4_0,rse4de_0,rse3_0,soft2can_0,soft1can_0,time1can_0,time2can_0,time3can_0,time4can_0,time5can_0,timeLike6zaf_0,timeLike7zaf_0,timeLike8zaf_0,timeLike9zaf_0,timeLike10zaf_0,currentEmp1_0,currentEmp12_0,currentEmp10_0,currentEmp11_0,currentEmp13_0,currentEmp13_1,currentEmp13_2,currentEmp13_3,currentEmp13_4,currentEmp13_5,currentEmp13_6,currentEmp13_7,currentEmp13_8,currentEmp13_9,currentEmp13_10,currentEmp13_11,currentEmp13_12,currentEmp13_13,currentEmp13_14,currentEmp13_15,currentEmp13_16,currentEmp13_17,currentEmp13_18,currentEmp13_19,currentEmp13_20,currentEmp13_21,currentEmp13_22,currentEmp13_23,currentEmp13_24,currentEmp13_25,currentEmp13_26,currentEmp13_27,currentEmp13_28,currentEmp13_29,currentEmp13_30,currentEmp13_31,currentEmp13_32,currentEmp13_33,currentEmp13_34,currentEmp13_35,currentEmp13_36,currentEmp13_37,currentEmp13_38,currentEmp13_39,currentEmp13_40,currentEmp13_41,currentEmp13_42,currentEmp13_43,currentEmp13_44,currentEmp13_45,currentEmp13_46,currentEmp13_47,currentEmp13_48,currentEmp13_49,currentEmp13_50,currentEmp13_51,currentEmp13_52,currentEmp13_53,currentEmp13_54,currentEmp13_55,currentEmp13_56,currentEmp13_57,currentEmp13_58,currentEmp13_59,currentEmp13_60,currentEmp13_61,currentEmp13_62,currentEmp13_63,currentEmp13_64,currentEmp13can_0,currentEmp13can_1,currentEmp13can_2,currentEmp13can_3,currentEmp13can_4,currentEmp13can_5,currentEmp13can_6,currentEmp13can_7,currentEmp13can_8,currentEmp13can_9,currentEmp13can_10,currentEmp13can_11,currentEmp13can_12,currentEmp13can_13,currentEmp13can_14,currentEmp13can_15,currentEmp13can_16,currentEmp13can_17,currentEmp13can_18,currentEmp13can_19,currentEmp13can_20,currentEmp13can_21,currentEmp13can_22,currentEmp13can_23,currentEmp13can_24,currentEmp13can_25,currentEmp13can_26,currentEmp13can_27,currentEmp13can_28,currentEmp13can_29,currentEmp13can_30,currentEmp13can_31,currentEmp13can_32,currentEmp13can_33,currentEmp13can_34,currentEmp13can_35,currentEmp13can_36,currentEmp13can_37,currentEmp13can_38,currentEmp13can_39,currentEmp13can_40,currentEmp13can_41,currentEmp13can_42,currentEmp13can_43,currentEmp13can_44,currentEmp13can_45,currentEmp13can_46,currentEmp13can_47,currentEmp13can_48,currentEmp13can_49,currentEmp13can_50,currentEmp13can_51,currentEmp13can_52,currentEmp13can_53,currentEmp13can_54,currentEmp13aus_0,currentEmp13aus_1,currentEmp13aus_2,currentEmp13aus_3,currentEmp13aus_4,currentEmp13aus_5,currentEmp13aus_6,currentEmp13aus_7,currentEmp13aus_8,currentEmp13aus_9,currentEmp13aus_10,currentEmp13aus_11,currentEmp13aus_12,currentEmp13aus_13,currentEmp13aus_14,currentEmp13aus_15,currentEmp13aus_16,currentEmp13aus_17,currentEmp13aus_18,currentEmp13aus_19,currentEmp13aus_20,currentEmp13aus_21,prevEmp1_0,prevEmp2_0,prevEmp2_1,prevEmp2_2,prevEmp2_3,prevEmp2_4,currentWork1_0,currentWork2_0,paper2mod_0,conf1can_0,conf2can_0,proj1can_0,proj2can_0,proj7can_0,proj8can_0,stability1_0,stability2_0,proj4can_0,proj4can_1,proj4can_2,proj4can_3,proj5can_0,open1can_0,open2de_0,open3can_0,open3de_0,open1de_0,proj5zaf_0,proj5zaf_1,proj5zaf_2,proj5zaf_3,proj5zaf_4,proj6zaf_0,train2_0,train3_0,fund2_0,fund2_1,fund2_2,fund2_3,fund2_4,fund2_5,fund2_6,fund2_7,fund2_8,fund2_9,fund2_10,fund2_11,fund2_12,fund2_13,fund2_14,fund2_15,fund2_16,fund1can_0,satisGen1_0,satisGen2_0,recog1_0,recog2_0,recog3_0,turnOver3_0,turnOver6_0,percEmp1_0,percEmp3_0,progRSE1_0,progRSE2_0,progRSE3_0,progRSE5_0,ukrse1_0,org1can_0,org2can_0,org2can_1,org2can_2,org2can_3,org2can_4,tool2_0,tool4can_0,tool4can_1,tool4can_2,tool4can_3,tool4can_4,tool4can_5,tool4can_6,tool4can_7,tool4can_8,tool4can_9,tool4can_10,tool4can_11,tool4can_12,tool4can_13,tool4can_14,tool4can_15,tool4can_16,tool4can_17,tool4can_18,tool4can_19,tool4can_20,tool4can_21,tool4can_22,tool4can_23,tool4can_24,tool4can_25,tool4can_26,tool4can_27,tool4can_28,tool4can_29,tool4can_30,tool4can_31,tool4can_32,tool4can_33,tool4can_34,tool4can_35,tool5can_0,tool5can_1,tool5can_2,tool5can_3,tool5can_4,tool5can_5,tool5can_6,ukrse3_0,ukrse12de_0,skill2_0,Year_0,row_id
936,03/12/2018 10:17,Germany,True,Other,,,False,5 - Mostly other people,True,25.0,7,1 (None at all),4,1 (None at all),4,5,1 (None at all),6,1 (None at all),1 (None at all),Helmholtz Association of German Research Centres,Part-time,Fixed term -- funded by project funds,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Freedom to choose own working practices,Opportunity to develop software,Flexible working hours,Ability to work across disciplines,The salary,Same researcher(s),True,Named as co-author,,,2.0,2.0,,,2.0,False,True,False,False,False,,10 (All the time),10 (All the time),1 (None at all),,True,False,True,False,False,False,"trac, mantuis, dokuwiki (self hosted only)",0.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,5,5,Disagree,Strongly Agree,Disagree,6,Agree,Strongly Agree,Agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,False,False,,,,,,Other,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,self education; learning by doing,False,convincing nerds; dealing with the exaggerated opinion of oneself of scientific PIs; accepting the huge waste of taxpayers money in research institutions,2018,2018_936
937,03/12/2018 10:23,Germany,True,Masters Degree,Geology,,False,1,False,4.0,5,4,2,2,2,6,5,2,4,2,Helmholtz Association of German Research Centres,Full Time,Fixed term -- funded by project funds,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,Flexible working hours,Opportunity to develop software,Desire to work in a research environment,Opportunity for career advancement,Ability to work across disciplines,"Different researchers, same research group",False,Named as co-author,True,GeoMod 2018,3.0,2.0,,,1.0,False,False,False,True,False,,10 (All the time),10 (All the time),10 (All the time),local library,True,False,False,True,False,False,"GitLab, GitHub",1.0,local university training,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,8,8,Strongly Agree,Agree,Agree,2,Neither agree or disagree,Agree,Neither agree or disagree,Strongly disagree,,Agree,Neither agree or disagree,False,False,,,,,,GNU/Linux,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,Self-taught,False,"Numerical methods (FEM), Parallelization, Gui-Development",2018,2018_937
938,03/12/2018 11:01,Germany,True,PhD,Biological Sciences,"PhD, German Diploma",True,3,False,17.0,3,4,8,3,2,5,5,5,5,2,Other,Full Time,Fixed term -- funded by Institution core funding,5.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to advance research,Ability to work across disciplines,Freedom to choose own working practices,I want to learn new skills,Opportunity for career advancement,Same researcher(s),True,Named as co-author,True,BOSC,9.0,2.0,,,1.0,False,False,False,True,False,,10 (All the time),10 (All the time),9,Zenodo,True,False,False,True,False,False,"GitHub, GitLab",5.0,"Software Carpentry, Library Carpentry",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,9,9,Agree,Agree,Agree,2,Neither agree or disagree,Disagree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,,,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,Self taught or during practical work,True,,2018,2018_938
939,03/12/2018 11:05,Germany,True,Masters Degree,Philosophy,B.Sc. Computer Science,False,3,True,6.0,4,2,3,2,2,6,8,2,6,1 (None at all),Other,Full Time,Fixed term -- funded by project funds,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,I want to learn new skills,Ability to work across disciplines,Opportunity to develop software,Flexible working hours,Desire to advance research,Regularly change researcher(s),False,Not mentioned at all,True,"International Data Week (2018), IEEE e-science (2018)",3.0,1.0,,,1.0,False,False,False,True,False,,9,10 (All the time),10 (All the time),Our Compute Centre provides a possibility to get DOIs,True,False,False,True,False,False,"github, gitlab, confluence",1.0,research data management,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,5,4,Disagree,Strongly Agree,Disagree,7,Neither agree or disagree,Disagree,Agree,Disagree,Disagree,Neither agree or disagree,Disagree,False,False,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,,,,,,,,Self-taught (online tutorials) and from time to time code reviews,True,"OpenAPI, Python Testing Frameworks, Flask",2018,2018_939
940,03/12/2018 11:09,Germany,True,PhD,Geography & Environmental Sciences,,False,3,False,8.0,3,7,2,1 (None at all),4,4,7,2,3,3,Other,Full Time,Fixed term -- funded by project funds,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,Desire to work in a research environment,Desire to advance research,Ability to work across disciplines,I want to learn new skills,Flexible working hours,Same researcher(s),False,Named as co-author,True,,2.0,2.0,,,2.0,False,False,True,True,False,,5,5,5,Zenodo,True,False,False,True,False,False,,1.0,Summer school,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,5,5,Disagree,Disagree,Disagree,,,Disagree,Disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,False,True,True,True,True,True,True,GNU/Linux,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,Courses,True,,2018,2018_940
941,03/12/2018 11:09,Italy,True,PhD,Pharmacology & Pharmacy,,,0 - Mostly me,False,10.0,3,8,3,1 (None at all),3,,,,,,Non-profit organization,Full Time,Permanent -- funded by Institution core funding,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2018_941
942,03/12/2018 11:22,Germany,False,PhD,Geology,,True,5 - Mostly other people,,5.0,1 (None at all),2,8,1 (None at all),1 (None at all),1 (None at all),2,8,1 (None at all),1 (None at all),Helmholtz Association of German Research Centres,Full Time,Fixed term -- funded by Institution core funding,2021.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,Ability to work across disciplines,Freedom to choose own working practices,I want to learn new skills,Flexible working hours,Desire to work in a research environment,Same researcher(s),True,Named as co-author,True,"EGU, AGU",2.0,2.0,,,1.0,False,False,True,True,False,,9,1 (None at all),1 (None at all),local library,False,False,False,True,False,False,"GitLab, GitHub",0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,8,8,Strongly Agree,Strongly Agree,Disagree,3,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,False,,,,,,,OS X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,2018,2018_942
943,03/12/2018 11:55,Germany,True,Masters Degree,Geology,,False,4,False,40.0,1 (None at all),3,6,1 (None at all),1 (None at all),2,4,3,1 (None at all),,Private Company,Full Time,Permanent -- funded by Institution core funding,1.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmholtz Association of German Research Centres,Desire to advance research,Ability to work across disciplines,Opportunity to develop software,Desire to work in a research environment,I want to learn new skills,Regularly change researcher(s),False,Not mentioned at all,,,2.0,4.0,,,2.0,False,False,False,True,False,,9,2,1 (None at all),,What is ORCID?,False,True,True,True,False,Atlassian-Jira,0.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,9,8,Strongly Agree,Agree,Agree,,Agree,,Agree,Disagree,,,Neither agree or disagree,,,,,,,,GNU/Linux,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,training on the job,True,"technical writing, project management, software lifecycle management",2018,2018_943
944,03/12/2018 12:04,Germany,True,PhD,Biological Sciences,Zweite Promotion,False,4,True,8.0,9,4,4,2,6,9,5,5,2,2,University,Full Time,Fixed term -- funded by project funds,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to advance research,I want to learn new skills,Opportunity to develop software,Flexible working hours,Freedom to choose own working practices,"Different researchers, same research group",True,Named as co-author,False,,2.0,2.0,,,2.0,False,False,False,True,False,,6,8,3,Zenodo,True,False,False,True,False,False,Github; Slack; Trello;,1.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,8,6,Strongly Agree,Strongly Agree,Neither agree or disagree,3,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Strongly disagree,Neither agree or disagree,False,True,False,False,True,True,True,GNU/Linux,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,"Selbststudium, Literatur, Kurse",True,Mehr Sprachen; Testen; Projektmanagement,2018,2018_944
945,03/12/2018 13:06,Germany,True,Masters Degree,Geology,Dipl.-Geophys.,False,2,,18.0,3,2,5,2,7,5,5,2,2,3,Other,Full Time,Permanent -- funded by Institution core funding,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,The salary,Desire to advance research,Ability to work across disciplines,Opportunity for career advancement,Opportunity to develop software,Same researcher(s),False,Not mentioned at all,False,,1.0,1.0,,,0.0,False,True,True,True,False,,1 (None at all),2,1 (None at all),,False,False,False,False,False,True,,2.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2,3,Disagree,Neither agree or disagree,Agree,8,Strongly Agree,Disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Neither agree or disagree,False,,,,,,,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,studies of geophysics and at work,,developing sustainable software,2018,2018_945
946,03/12/2018 13:29,United Kingdom,True,Masters Degree,Physics and Astronomy,,True,5 - Mostly other people,True,13.0,3,3,6,2,3,3,3,6,2,3,National laboratory,Full Time,Permanent -- funded by Institution core funding,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National laboratory,Opportunity for career advancement,Desire to advance research,The salary,Flexible working hours,Ability to work across disciplines,Regularly change researcher(s),True,Not mentioned at all,True,"RSE Conference, SSI collaborations workshop, Canadian Research Software Conference, New Zealand Science Coding Conference, PyCon UK, EUDAT annual conference, Small domain workshops",15.0,2.0,,,3.0,True,False,True,True,False,,3,4,2,"Zenodo, potentially institutional facility in future",True,False,False,True,False,False,"Gitlab, Github",3.0,"Local developers discussion group and Software-Carpentry-like workshops, RSE Conference workshops",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,6,7,Agree,Agree,Neither agree or disagree,7,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,,,,,,,,GNU/Linux,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,"University, reading, on the job from colleagues, formal courses, experimenting/trial and error,  workshops and conferences...",True,"Influencing, time management, developing leadership in others",2018,2018_946
947,03/12/2018 13:41,Germany,True,Masters Degree,Geography & Environmental Sciences,,False,1,False,10.0,7,2,2,1 (None at all),2,6,3,2,1 (None at all),2,Government,Full Time,Fixed term -- funded by project funds,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Freedom to choose own working practices,I want to learn new skills,Desire to work in a research environment,The salary,Flexible working hours,Same researcher(s),True,Acknowledged in acknowledgements section,True,EGU,2.0,1.0,,,1.0,False,False,True,True,False,,1 (None at all),1 (None at all),1 (None at all),,What is ORCID?,False,True,True,False,False,,0.0,Python Fortbildungskurs,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,9,9,Agree,Agree,Neither agree or disagree,3,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Agree,Agree,False,True,True,False,False,True,False,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,Während meines Studiums habe ich mir während der Studienarbeit und der Diplomarbeit MATLAB und Shell angeeignet. Während meiner aktuellen Beschäftigung habe ich in beidem meine Fähigkeiten ausgebaut.,True,Gemeinsame Regeln erstellen und vermitteln; sich mit anderen Entwicklern austauschen - sowohl generell als auch bei speziellen Fragen.,2018,2018_947
948,03/12/2018 13:56,United Kingdom,True,PhD,Mathematics,,False,5 - Mostly other people,False,5.0,5,5,1 (None at all),1 (None at all),1 (None at all),7,2,3,1 (None at all),1 (None at all),University,Full Time,Fixed term -- funded by project funds,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University,Desire to work in a research environment,Freedom to choose own working practices,Flexible working hours,The salary,Opportunity to develop software,Same researcher(s),False,Not mentioned at all,True,IEEE IUS,1.0,7.0,,,1.0,False,False,False,True,False,,10 (All the time),10 (All the time),1 (None at all),,True,False,False,True,False,False,,0.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,2,2,Agree,Agree,Agree,9,Strongly Agree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Agree,True,,,,,,,Windows,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,False,,2018,2018_948
949,03/12/2018 14:03,Germany,True,Masters Degree,German,,True,5 - Mostly other people,True,15.0,8,7,7,5,7,10 (All my time),10 (All my time),7,8,10 (All my time),University,Full Time,Fixed term -- funded by Institution core funding,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,Desire to work in a research environment,Opportunity for career advancement,Flexible working hours,Opportunity to develop software,Ability to work across disciplines,Regularly change researcher(s),True,Acknowledged in the main text,True,DHd und andere,8.0,1.0,,,1.0,False,False,True,True,True,,10 (All the time),10 (All the time),1 (None at all),-,ORCID is not relevant for me,False,False,True,False,False,"GitLab, GitHub",3.0,Kommt drauf an...,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,,10 - Completely satisfied,9,Strongly Agree,Agree,Neither agree or disagree,1 (None at all),Strongly Agree,Agree,Agree,Disagree,Strongly disagree,Neither agree or disagree,Agree,False,True,True,True,True,True,False,Windows,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,Studium,True,GUI mit HTML5,2018,2018_949
950,03/12/2018 14:08,Germany,True,PhD,Geography & Environmental Sciences,Diplom Ozeanographie,True,1,False,20.0,7,8,2,1 (None at all),2,7,8,1 (None at all),1 (None at all),1 (None at all),Government,Part-time,Permanent -- funded by Institution core funding,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leibniz Association,I want to learn new skills,Freedom to choose own working practices,Opportunity to develop software,Flexible working hours,Desire to advance research,Regularly change researcher(s),True,Acknowledged in acknowledgements section,False,,2.0,5.0,,,2.0,False,False,False,True,False,,1 (None at all),1 (None at all),1 (None at all),,True,False,True,True,False,False,Trello,0.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,9,8,Agree,Agree,Disagree,5,Strongly Agree,Agree,Neither agree or disagree,Agree,Disagree,Disagree,,False,True,True,True,True,True,False,GNU/Linux,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,Learning-by-doing,True,"OOP, Testing",2018,2018_950
951,03/12/2018 14:13,Germany,True,Masters Degree,Computer Science,Integrierter Studiengang mit Naturwissenschaften (Biologie),False,4,True,20.0,6,1 (None at all),4,2,2,7,4,3,2,2,Max Planck Society,Full Time,Permanent -- funded by Institution core funding,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Company,Freedom to choose own working practices,Desire to work in a research environment,Ability to work across disciplines,I want to learn new skills,Flexible working hours,Regularly change researcher(s),True,Not mentioned at all,False,,2.0,2.0,,,2.0,False,False,True,True,False,,10 (All the time),2,2,"Bibliothek vor Ort, Deutsches Klimarechenzentrum",False,False,True,True,False,False,Redmine,1.0,Sommerschule Doktoranden/Postdocs,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,5,8,Neither agree or disagree,Agree,Agree,2,Disagree,Neither agree or disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,False,True,False,True,True,True,False,GNU/Linux,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,Wiederaufnahme der Grundlagen aus dem Studium; Mitnahmeeffekt aus vorherigem Job (Industrie); Learning by doing,True,Aktuellere Softwaretechnik/Entwicklungswerkzeuge; Projektmethodik; Gesprächsführung,2018,2018_951
