,Year_0,row_id,ukrse3_0,skill2_0
690,2018,2018_238,university,Project management
691,2018,2018_238,university,Staff management
692,2018,2018_238,university,Bureaucracy reduction
693,2018,2018_239,self-taught,Testing
694,2018,2018_239,self-taught,GitHub
695,2018,2018_239,self-taught,GitLab
696,2018,2018_240,university,Persuasion (to convince academics & management of the importance of RSE
697,2018,2018_240,job,Persuasion (to convince academics & management of the importance of RSE
698,2018,2018_240,university,being credited
699,2018,2018_240,job,being credited
700,2018,2018_240,university,decent career plan
701,2018,2018_240,job,decent career plan
702,2018,2018_240,university,investment in software reusability)
703,2018,2018_240,job,investment in software reusability)
705,2018,2018_242,self-taught,Time management
706,2018,2018_242,self-taught,people management
707,2018,2018_242,self-taught,more knowledge about computer architectures
708,2018,2018_243,job,Line management training
709,2018,2018_243,job,automated testing
710,2018,2018_243,job,advanced python
711,2018,2018_244,self-taught,More js
712,2018,2018_244,self-taught,more cuda
713,2018,2018_244,self-taught,more management
714,2018,2018_245,,HPC
715,2018,2018_246,university,
716,2018,2018_247,practice,
717,2018,2018_248,self-taught,
718,2018,2018_249,nhs scientist training program in bioinformatics,improved ML knowledge
719,2018,2018_249,nhs scientist training program in bioinformatics,object-oriented programming
720,2018,2018_249,nhs scientist training program in bioinformatics,real-time data processing
721,2018,2018_250,learning by doing,
723,2018,2018_252,job,parallel programming
724,2018,2018_252,short and random training courses.,parallel programming
725,2018,2018_252,job,time management
726,2018,2018_252,short and random training courses.,time management
727,2018,2018_252,job,some web stuff (?)
728,2018,2018_252,short and random training courses.,some web stuff (?)
729,2018,2018_253,self-taught,
730,2018,2018_254,job,testing
731,2018,2018_254,job,presentation
732,2018,2018_254,job,deep neural networks
733,2018,2018_255,self-taught,making a script I've written available for non-specialists to use
734,2018,2018_255,short courses,making a script I've written available for non-specialists to use
735,2018,2018_255,asking colleagues,making a script I've written available for non-specialists to use
736,2018,2018_255,self-taught,learning a lower level language
737,2018,2018_255,short courses,learning a lower level language
738,2018,2018_255,asking colleagues,learning a lower level language
739,2018,2018_255,self-taught,communication skills
740,2018,2018_255,short courses,communication skills
741,2018,2018_255,asking colleagues,communication skills
742,2018,2018_256,self-taught,Teamwork
743,2018,2018_256,self-taught,project management
744,2018,2018_256,self-taught,coding practices
745,2018,2018_257,self-taught,Testing
746,2018,2018_257,self-taught,designing
747,2018,2018_257,self-taught,spreading the software to potential users
748,2018,2018_258,on demand,Python (improve my skills)
749,2018,2018_258,on demand,Good coding practises (improve my skills)
750,2018,2018_258,on demand,Project management
751,2018,2018_259,university,Data Engineering
752,2018,2018_259,university,formal testing training
753,2018,2018_260,job,Cuda
754,2018,2018_260,job,time management
755,2018,2018_261,on my own,
758,2018,2018_264,self-taught,
760,2018,2018_266,university,technical collaboration
761,2018,2018_266,job,technical collaboration
762,2018,2018_266,self-taught,technical collaboration
763,2018,2018_266,university,python web development
764,2018,2018_266,job,python web development
765,2018,2018_266,self-taught,python web development
766,2018,2018_266,university,javascript
767,2018,2018_266,job,javascript
768,2018,2018_266,self-taught,javascript
770,2018,2018_268,university,Project Management
771,2018,2018_268,job,Project Management
772,2018,2018_269,job,
773,2018,2018_270,university,Machine Learning
775,2018,2018_272,self-taught,project and time management
776,2018,2018_272,self-taught,more formal python
777,2018,2018_272,self-taught,data archival methods?
778,2018,2018_272,self-taught,continuous integration and automatic testing
779,2018,2018_273,self-taught,Much improved knowledge of python libraries such as pandas
780,2018,2018_273,self-taught,sci-kit learn
781,2018,2018_273,self-taught,etc. Also improved knowledge of web-based and real-world technologies used in industry.
782,2018,2018_274,taught.,"talking,presenting"
783,2018,2018_275,self-taught,Coaching
784,2018,2018_275,self-taught,Leadership
785,2018,2018_275,self-taught,Management
786,2018,2018_276,self-taught,New standards (C++11-17
787,2018,2018_276,self-taught,openACC
788,2018,2018_276,self-taught,openCL). things I might have missed from a more formal programming courses (I did a degree in physics and self taught programming).
791,2018,2018_279,bbc micros,
792,2018,2018_279,self-taught,
795,2018,2018_282,university,Time Management
796,2018,2018_282,job,Time Management
797,2018,2018_282,university,Use of Collaborative Tools
798,2018,2018_282,job,Use of Collaborative Tools
799,2018,2018_282,university,Testing
800,2018,2018_282,job,Testing
801,2018,2018_283,mentoring,
802,2018,2018_283,training courses,
803,2018,2018_283,learning by doing,
805,2018,2018_285,self-taught,writing reliable code
806,2018,2018_285,self-taught,testing
807,2018,2018_285,self-taught,GitHub
808,2018,2018_286,job,Difficult to tell -- software engineering seems to have ignored Fortran ...
809,2018,2018_287,university,Understanding my career path as an RSE. Gain more experience publishing papers. How I can gain a permanent position as a RSE.
810,2018,2018_287,job,Understanding my career path as an RSE. Gain more experience publishing papers. How I can gain a permanent position as a RSE.
811,2018,2018_288,job,None.
812,2018,2018_289,self-taught,people management
813,2018,2018_289,academia,people management
814,2018,2018_289,side projects,people management
815,2018,2018_289,job,people management
816,2018,2018_289,self-taught,paper writing
817,2018,2018_289,academia,paper writing
818,2018,2018_289,side projects,paper writing
819,2018,2018_289,job,paper writing
820,2018,2018_289,self-taught,grant writing
821,2018,2018_289,academia,grant writing
822,2018,2018_289,side projects,grant writing
823,2018,2018_289,job,grant writing
824,2018,2018_290,self-taught,
825,2018,2018_291,qualifications as an applied statisician,Optimisation methods
826,2018,2018_291,qualifications as an applied statisician,MPI
827,2018,2018_292,university,
828,2018,2018_293,self-taught,
829,2018,2018_294,university,
830,2018,2018_295,,Parallel programming (both HPC and GPU)
831,2018,2018_296,self-taught,Machine learning
832,2018,2018_296,self-taught,databases
833,2018,2018_296,self-taught,SQL
834,2018,2018_296,self-taught,C++
835,2018,2018_296,self-taught,Javascript
836,2018,2018_297,self-taught,Mangement
837,2018,2018_298,self-taught,Managerial
838,2018,2018_298,self-taught,Organisation
839,2018,2018_298,self-taught,Automation
840,2018,2018_299,self-taught,How to negotiate time on projects. How to convince scientists to use my computing skills. As I am no longer considered as an academic many avenues are closed.
841,2018,2018_300,job,Developing with web frameworks (e.g. Angular 2
842,2018,2018_300,job,React)
843,2018,2018_300,job,developing with Python
844,2018,2018_300,job,developing with R
845,2018,2018_301,commercial software development,Marketing and brand management
848,2018,2018_304,master course introduction to fortran,successful collaboration
849,2018,2018_304,self-taught,successful collaboration
850,2018,2018_304,master course introduction to fortran,"good code practice (eg layout,comments etc)"
851,2018,2018_304,self-taught,"good code practice (eg layout,comments etc)"
852,2018,2018_304,master course introduction to fortran,how to create easily usable packages (eg send a complicated script off to anyone and it will just run)
853,2018,2018_304,self-taught,how to create easily usable packages (eg send a complicated script off to anyone and it will just run)
854,2018,2018_305,job,management
855,2018,2018_305,job,Big Data
856,2018,2018_305,job,Machine learning
857,2018,2018_306,self-taught,Management
858,2018,2018_306,self-taught,outreach
859,2018,2018_306,self-taught,API design
860,2018,2018_307,job,Developing reusable tools
861,2018,2018_307,job,documentation
862,2018,2018_307,job,teaching
863,2018,2018_308,self-taught,data visualisation
864,2018,2018_308,self-taught,maths and statistics
865,2018,2018_309,bootcamp training  (makers academy),Other programming languages (R 
866,2018,2018_309,bootcamp training  (makers academy),for example)
867,2018,2018_309,bootcamp training  (makers academy),Data Analysis
868,2018,2018_309,bootcamp training  (makers academy),Database Architecture
869,2018,2018_310,university,Managing a team. Growing a team. Requirements gathering.
870,2018,2018_311,self-taught,
871,2018,2018_311,testing  and git,
872,2018,2018_312,self-taught,Project Management
873,2018,2018_312,training courses,Project Management
874,2018,2018_312,self-taught,Project Management
875,2018,2018_312,self-taught,Project Management
876,2018,2018_312,self-taught,JavaScript
877,2018,2018_312,training courses,JavaScript
878,2018,2018_312,self-taught,JavaScript
879,2018,2018_312,self-taught,JavaScript
880,2018,2018_312,self-taught,Algorithms
881,2018,2018_312,training courses,Algorithms
882,2018,2018_312,self-taught,Algorithms
883,2018,2018_312,self-taught,Algorithms
885,2018,2018_314,self-taught,More experience collaborating
886,2018,2018_314,self-taught,more experience with testing
887,2018,2018_314,self-taught,more expereince publishing open source software
891,2018,2018_318,university,
892,2018,2018_318,job,
893,2018,2018_318,self-taught,
894,2018,2018_319,self-taught,workflow
895,2018,2018_319,colleagues' advice,workflow
896,2018,2018_319,supervisor's advice,workflow
897,2018,2018_319,self-taught,continuous test integration
898,2018,2018_319,colleagues' advice,continuous test integration
899,2018,2018_319,supervisor's advice,continuous test integration
900,2018,2018_320,university,Estimating time needed for project work when being added to a bid or quoting for time.
901,2018,2018_320,previous research projects,Estimating time needed for project work when being added to a bid or quoting for time.
902,2018,2018_320,"""learning by doing""",Estimating time needed for project work when being added to a bid or quoting for time.
903,2018,2018_321,job,How to talk to researchers
904,2018,2018_321,job,new cloud systems and what it means for the research environments
905,2018,2018_321,job,proper (!) big data challenges
906,2018,2018_322,during study,testing
907,2018,2018_322,as a ph.d. student,testing
908,2018,2018_322,job,testing
909,2018,2018_322,personal study,testing
910,2018,2018_322,during study,continuous integration
911,2018,2018_322,during study,continuous deployment
912,2018,2018_322,as a ph.d. student,continuous integration
913,2018,2018_322,as a ph.d. student,continuous deployment
914,2018,2018_322,job,continuous integration
915,2018,2018_322,job,continuous deployment
916,2018,2018_322,personal study,continuous integration
917,2018,2018_322,personal study,continuous deployment
918,2018,2018_322,during study,statistics
919,2018,2018_322,as a ph.d. student,statistics
920,2018,2018_322,job,statistics
921,2018,2018_322,personal study,statistics
922,2018,2018_323,self-taught,Full-stack development (particularly in Python)
923,2018,2018_323,self-taught,Git for large projects (many active colloaborators)
924,2018,2018_323,self-taught,Commercial software development core skills
925,2018,2018_324,job,Stronger functional programming
926,2018,2018_324,university,Stronger functional programming
927,2018,2018_324,job,More advanced testing
928,2018,2018_324,university,More advanced testing
929,2018,2018_324,job,becoming better at focussing on one thing to completion when I have too many things to do
930,2018,2018_324,university,becoming better at focussing on one thing to completion when I have too many things to do
931,2018,2018_325,bs in computer science,Prioritization
932,2018,2018_325,university,Prioritization
933,2018,2018_325,job,Prioritization
934,2018,2018_325,bs in computer science,Management
935,2018,2018_325,university,Management
936,2018,2018_325,job,Management
937,2018,2018_325,bs in computer science,Assembly optimization
938,2018,2018_325,university,Assembly optimization
939,2018,2018_325,job,Assembly optimization
940,2018,2018_326,self-taught,
941,2018,2018_327,self-taught,???
942,2018,2018_328,self-taught,team managing
943,2018,2018_328,self-taught,result publishing
944,2018,2018_329,university,SW promotion
945,2018,2018_329,self-taught,SW promotion
946,2018,2018_329,job,SW promotion
947,2018,2018_329,university,marketing
948,2018,2018_329,self-taught,marketing
949,2018,2018_329,job,marketing
950,2018,2018_329,university,presentation
951,2018,2018_329,self-taught,presentation
952,2018,2018_329,job,presentation
953,2018,2018_330,research,
954,2018,2018_330,job,
955,2018,2018_331,know the community,Testing
956,2018,2018_331,know the community,preventing bit rot
957,2018,2018_331,know the community,refactoring.
958,2018,2018_332,university,C++ 
959,2018,2018_332,university,GPU programming
960,2018,2018_332,university,Advanced Python
961,2018,2018_333,self-taught,
963,2018,2018_335,university,Managing software project lifecycle
964,2018,2018_335,university,time management
965,2018,2018_335,university,writing performant parallel code
966,2018,2018_336,job,Software development life-cycle training
967,2018,2018_336,job,software testing
968,2018,2018_336,job,publishing your software
972,2018,2018_340,self-taught,
973,2018,2018_341,self-taught,software architecture design 
974,2018,2018_341,self-taught,Team Work
975,2018,2018_341,self-taught,Time planning
976,2018,2018_342,writing code for research,Knowledge of Julia and R
977,2018,2018_343,self-taught,
978,2018,2018_344,job,
979,2018,2018_345,reasearch fellowship within a computational biology group,
982,2018,2018_348,university,containers
983,2018,2018_349,job,Salesmanship
984,2018,2018_349,job,Presentation
985,2018,2018_349,job,Management
988,2018,2018_352,slowly,More technical knowledge
989,2018,2018_352,little or no formal training/direction in practice.,More technical knowledge
990,2018,2018_352,slowly,e.g. structure code
991,2018,2018_352,little or no formal training/direction in practice.,e.g. structure code
992,2018,2018_352,slowly,practice generally
993,2018,2018_352,slowly,More cloud skills
994,2018,2018_352,slowly,The mythical language of HR and University Finance.
995,2018,2018_352,little or no formal training/direction in practice.,practice generally
996,2018,2018_352,little or no formal training/direction in practice.,More cloud skills
997,2018,2018_352,little or no formal training/direction in practice.,The mythical language of HR and University Finance.
998,2018,2018_353,university,
999,2018,2018_354,,OpenMPI
1000,2018,2018_354,,Fortran2003
1001,2018,2018_354,,C++ interface
1002,2018,2018_354,,shorthand
1005,2018,2018_357,osmosis,
1007,2018,2018_359,self-taught,No answer
1008,2018,2018_360,self-taught,
1009,2018,2018_360,self-taught,
1010,2018,2018_361,personal development (primarily),Communication with non-specialist audience
1011,2018,2018_361,university,Communication with non-specialist audience
1012,2018,2018_361,personal development (primarily),teaching to researchers with minimal apetite
1013,2018,2018_361,university,teaching to researchers with minimal apetite
1014,2018,2018_362,self-taught,practical testing of real-world software
1016,2018,2018_364,self-taught,R
1017,2018,2018_364,self-taught,R
1018,2018,2018_364,university,R
1019,2018,2018_364,self-taught,Python
1020,2018,2018_364,self-taught,Python
1021,2018,2018_364,university,Python
1022,2018,2018_364,self-taught,Machine Learning
1023,2018,2018_364,self-taught,Machine Learning
1024,2018,2018_364,university,Machine Learning
1026,2018,2018_366,practice as an astronomer,networking
1027,2018,2018_366,practice as an astronomer,focus
1028,2018,2018_366,practice as an astronomer,prioritization
1029,2018,2018_367,job,
1030,2018,2018_368,job,Python language
1031,2018,2018_368,job,Vitualisation technologies
1032,2018,2018_368,job,Versin control
1033,2018,2018_369,university,reproducibility practises
1034,2018,2018_370,self-taught,code management and best practice
1035,2018,2018_371,self-taught,
1036,2018,2018_372,self-taught,
1038,2018,2018_374,job,
1039,2018,2018_375,university,code packaging
1040,2018,2018_375,job,code packaging
1041,2018,2018_375,on-line tutorials/courses,code packaging
1042,2018,2018_375,documentation,code packaging
1043,2018,2018_375,university,new programming language(s)
1044,2018,2018_375,job,new programming language(s)
1045,2018,2018_375,on-line tutorials/courses,new programming language(s)
1046,2018,2018_375,documentation,new programming language(s)
1047,2018,2018_375,university,statistics
1048,2018,2018_375,job,statistics
1049,2018,2018_375,on-line tutorials/courses,statistics
1050,2018,2018_375,documentation,statistics
1051,2018,2018_376,job,software project planning
1052,2018,2018_376,job,software life cycle management
1053,2018,2018_377,self-taught,"best coding practices,"
1054,2018,2018_378,self-taught,teaching skills
1055,2018,2018_378,self-taught,Hadoop
1056,2018,2018_379,self-taught,data visualisation
1057,2018,2018_379,self-taught,management
1058,2018,2018_379,self-taught,networking
1059,2018,2018_379,self-taught,connecting with research institutions
1060,2018,2018_380,self-taught,learn Python
1061,2018,2018_380,self-taught,GPU computing
1062,2018,2018_380,self-taught,my Git skills
1063,2018,2018_381,job,
1064,2018,2018_382,learn as i go; solve every problem my colleagues have;,Increase my library code and make it more flexable
1065,2018,2018_382,learn as i go; solve every problem my colleagues have;,my skills to communicate about what the software needs to do and document this. Keep up with de development of software
1066,2018,2018_383,university,object-oriented programming
1067,2018,2018_383,self-taught,object-oriented programming
1068,2018,2018_383,university,python
1069,2018,2018_383,self-taught,python
1070,2018,2018_383,university,java
1071,2018,2018_383,self-taught,java
1072,2018,2018_384,self-taught,none.
1073,2018,2018_385,self-taught,Project collaboration
1074,2018,2018_385,tutorials and help pages,Project collaboration
1075,2018,2018_385,job,Project collaboration
1076,2018,2018_385,self-taught,validation testing and presentation.
1077,2018,2018_385,tutorials and help pages,validation testing and presentation.
1078,2018,2018_385,job,validation testing and presentation.
1079,2018,2018_386,by doing,Engaging researchers in good software development practices
1080,2018,2018_387,job,expectation management
1081,2018,2018_387,job,training skills
1082,2018,2018_387,job,support skills
1086,2018,2018_391,self-taught,Project management
1087,2018,2018_391,self-taught,professional unit testing
1088,2018,2018_391,self-taught,promoting your software
1089,2018,2018_392,university,code development practices used in industry
1090,2018,2018_392,learning by doing,code development practices used in industry
1091,2018,2018_392,university,automated testing
1092,2018,2018_392,learning by doing,automated testing
1093,2018,2018_393,university,project management
1094,2018,2018_393,university,scrum
1095,2018,2018_393,university,kanban
1096,2018,2018_393,university,neural networks
1099,2018,2018_396,reading and starting to study compuer science in part time,
1100,2018,2018_397,university,test driven design
1101,2018,2018_397,job,test driven design
1102,2018,2018_397,self-taught,test driven design
1103,2018,2018_397,university,modern c++
1104,2018,2018_397,job,modern c++
1105,2018,2018_397,self-taught,modern c++
1106,2018,2018_397,university,model based design
1107,2018,2018_397,job,model based design
1108,2018,2018_397,self-taught,model based design
1109,2018,2018_398,university,Software evelopment processes for research projects
1110,2018,2018_398,self-taught,Software evelopment processes for research projects
1111,2018,2018_398,colleagues,Software evelopment processes for research projects
1112,2018,2018_399,autodidact,
1113,2018,2018_400,self-taught,Managing larger software projects
1114,2018,2018_401,self-taught,more hardware understanding
1115,2018,2018_401,self-taught,advanced algorithms
1116,2018,2018_401,self-taught,formal compiler writing
1119,2018,2018_404,self-taught,project management
1120,2018,2018_404,university,project management
1121,2018,2018_404,self-taught,JNI
1122,2018,2018_404,university,JNI
1123,2018,2018_404,self-taught,git
1124,2018,2018_404,university,git
1127,2018,2018_407,,Testing
1128,2018,2018_408,university,
1129,2018,2018_409,hobby (debian project),user interface design and implementation
1130,2018,2018_409,compulsory non-military service,user interface design and implementation
1131,2018,2018_409,hobby (debian project),software testing and reliability
1132,2018,2018_409,compulsory non-military service,software testing and reliability
1133,2018,2018_410,university,
1134,2018,2018_411,university,teamwork
1135,2018,2018_411,job,teamwork
1136,2018,2018_411,university,object oriented programming
1137,2018,2018_411,job,object oriented programming
1138,2018,2018_411,university,group leadership
1139,2018,2018_411,job,group leadership
1140,2018,2018_412,self-taught,coding best-practices
1141,2018,2018_412,self-taught,joint code development
1142,2018,2018_412,self-taught,documentation standards
1143,2018,2018_413,self-taught,
1144,2018,2018_414,self-taught,data science
1145,2018,2018_414,self-taught,data science
1146,2018,2018_414,persistence,data science
1147,2018,2018_414,self-taught,quantitative finance
1148,2018,2018_414,self-taught,quantitative finance
1149,2018,2018_414,persistence,quantitative finance
1150,2018,2018_415,formal training,Improved maths
1151,2018,2018_415,job,Improved maths
1152,2018,2018_415,self-taught,Improved maths
1153,2018,2018_415,formal training,presentation
1154,2018,2018_415,formal training,public speaking skills
1155,2018,2018_415,job,presentation
1156,2018,2018_415,job,public speaking skills
1157,2018,2018_415,self-taught,presentation
1158,2018,2018_415,self-taught,public speaking skills
1160,2018,2018_417,lehrveranstaltungen im studium,Vertiefte Kenntnisse in Java und C++
1161,2018,2018_417,selbststudium und lernen von erfahrenen kollegen während der promotion und meiner arbeit in forschungsprojekten,Vertiefte Kenntnisse in Java und C++
1163,2018,2018_419,self-taught,
1164,2018,2018_420,job,
1165,2018,2018_421,informatikstudium,
1166,2018,2018_421,summer schools,
1167,2018,2018_421,selbststudium,
1168,2018,2018_422,self-taught,scrum
1169,2018,2018_423,self-taught,Distributed 
1170,2018,2018_423,self-taught,parallel computing and debugging
1171,2018,2018_424,learing in my free time,code more time-efficient
1172,2018,2018_424,learing in my free time,use cluster capacity appropriately
1173,2018,2018_424,learing in my free time,comment my code
1174,2018,2018_425,job,version control skills
1175,2018,2018_425,job,testing skills
1176,2018,2018_425,job,my coding
1177,2018,2018_425,job,transparency
1178,2018,2018_426,university,theoretical grounding in Decision Support Systems
1179,2018,2018_426,university,broader understanding of various forms of optimisation techniques and when to apply them
1180,2018,2018_426,university,Development of softer skills around successful stakeholder engagement.
1181,2018,2018_427,autodidaktisch,objektorientierte Programmierung
1182,2018,2018_427,autodidaktisch,Führungskompetenz
1183,2018,2018_428,self-taught,
1184,2018,2018_428,job,
1186,2018,2018_430,self-taught,Hardware interfaces
1187,2018,2018_430,university,Hardware interfaces
1188,2018,2018_430,school,Hardware interfaces
1189,2018,2018_430,self-taught,cluster programming
1190,2018,2018_430,university,cluster programming
1191,2018,2018_430,school,cluster programming
1192,2018,2018_430,self-taught,Testing
1193,2018,2018_430,university,Testing
1194,2018,2018_430,school,Testing
1195,2018,2018_431,selbstständiges lernen und nachfragen,Mikrocontrollerprogrammierung
1196,2018,2018_431,selbstständiges lernen und nachfragen,Zeitmanagement
1197,2018,2018_431,selbstständiges lernen und nachfragen,Fortran
1198,2018,2018_432,self-taught,Get better at GDB
1199,2018,2018_432,self-taught,get better at VIM
1200,2018,2018_432,self-taught,have the inner strength to understand spagetti code of other people
1201,2018,2018_433,university,action research
1202,2018,2018_433,self-taught,action research
1203,2018,2018_433,university,creating surveys
1204,2018,2018_433,self-taught,creating surveys
1205,2018,2018_433,university,process quantification
1206,2018,2018_433,self-taught,process quantification
1207,2018,2018_434,uni,cloud platforms (saas)
1208,2018,2018_434,uni,teaching +communications
1209,2018,2018_434,uni,build frameworks + DevOps
1210,2018,2018_434,job,cloud platforms (saas)
1211,2018,2018_434,job,teaching +communications
1212,2018,2018_434,job,build frameworks + DevOps
1213,2018,2018_434,practical research,cloud platforms (saas)
1214,2018,2018_434,practical research,teaching +communications
1215,2018,2018_434,practical research,build frameworks + DevOps
1216,2018,2018_435,self-taught,understand software architecture based on Linux
1217,2018,2018_435,python in astronomy unconference,understand software architecture based on Linux
1218,2018,2018_435,visiting group who do rsd,understand software architecture based on Linux
1219,2018,2018_435,self-taught,learn to accelerate learning new coding skills once you hit plateau
1220,2018,2018_435,python in astronomy unconference,learn to accelerate learning new coding skills once you hit plateau
1221,2018,2018_435,visiting group who do rsd,learn to accelerate learning new coding skills once you hit plateau
1222,2018,2018_436,"on the ""street"" - since childhood...",PhD
1223,2018,2018_436,"on the ""street"" - since childhood...",Software testing
1224,2018,2018_436,"on the ""street"" - since childhood...",knowledge about research funding
1227,2018,2018_439,kurse an der universität,Code Optimierung
1228,2018,2018_439,university,Code Optimierung
1229,2018,2018_439,kurse an der universität,Code Strukturierung und Fortgeschrittene IDE Tipps
1230,2018,2018_439,university,Code Strukturierung und Fortgeschrittene IDE Tipps
1231,2018,2018_440,nebenbei als physiker,automatisierte Tests via Jenkins
1232,2018,2018_441,studium,Projektmanagement
1233,2018,2018_441,eigene weiterbildung,Projektmanagement
1234,2018,2018_441,studium,agile Methoden. Mitarbeiterführung
1235,2018,2018_441,eigene weiterbildung,agile Methoden. Mitarbeiterführung
1236,2018,2018_442,schule,Denken in Use-Cases
1237,2018,2018_442,studium,Denken in Use-Cases
1238,2018,2018_442,autodidaktik,Denken in Use-Cases
1239,2018,2018_442,schule,Konzipieren von Datenstrukturen
1240,2018,2018_442,studium,Konzipieren von Datenstrukturen
1241,2018,2018_442,autodidaktik,Konzipieren von Datenstrukturen
1242,2018,2018_442,schule,sprechender Code
1243,2018,2018_442,studium,sprechender Code
1244,2018,2018_442,autodidaktik,sprechender Code
1245,2018,2018_443,autodidaktisch + 1 jahr arbeit als softwareentwickler in einer it-firma,CI
1246,2018,2018_443,autodidaktisch + 1 jahr arbeit als softwareentwickler in einer it-firma,CD
1247,2018,2018_443,autodidaktisch + 1 jahr arbeit als softwareentwickler in einer it-firma,Automatisierung für Softwareentwickler
1248,2018,2018_443,autodidaktisch + 1 jahr arbeit als softwareentwickler in einer it-firma,Machine Learning
1249,2018,2018_444,self-taught,
1250,2018,2018_444,university,
1251,2018,2018_445,autodidaktisch,
1252,2018,2018_445,kurs am rechenzentrum (c und c++),
1254,2018,2018_447,learing by doing,
1256,2018,2018_449,university,paper writing
1257,2018,2018_449,job,paper writing
1259,2018,2018_451,autodidaktisch,Im Prinzip alles was ein gelernter echter Software Entwickler beherrscht.
1260,2018,2018_452,training,
1261,2018,2018_452,self-taught,
1262,2018,2018_452,practice,
1263,2018,2018_453,proffesional training,
1264,2018,2018_453,courses,
1265,2018,2018_454,self-taught,
1267,2018,2018_456,tutorials,Mehr Erfahrung in großen Projekten mit vielen Wissenschaftlern sammeln
1268,2018,2018_456,studium,Mehr Erfahrung in großen Projekten mit vielen Wissenschaftlern sammeln
1269,2018,2018_456,aktuelle stelle,Mehr Erfahrung in großen Projekten mit vielen Wissenschaftlern sammeln
1270,2018,2018_456,tutorials,Projektleitung übernehmen um Kommunikationsfähigkeit zu verbessern
1271,2018,2018_456,studium,Projektleitung übernehmen um Kommunikationsfähigkeit zu verbessern
1272,2018,2018_456,aktuelle stelle,Projektleitung übernehmen um Kommunikationsfähigkeit zu verbessern
1273,2018,2018_456,tutorials,in der Wirtschaft arbeiten um deren Prozesse besser kennen zu lernen
1274,2018,2018_456,studium,in der Wirtschaft arbeiten um deren Prozesse besser kennen zu lernen
1275,2018,2018_456,aktuelle stelle,in der Wirtschaft arbeiten um deren Prozesse besser kennen zu lernen
1276,2018,2018_457,lernen von anderen im team,Agile Entwicklungsmethoden (z.B. Scrum)
1277,2018,2018_457,selbststudium,Agile Entwicklungsmethoden (z.B. Scrum)
1278,2018,2018_457,lernen von anderen im team,Machine Learning
1279,2018,2018_457,selbststudium,Machine Learning
1280,2018,2018_457,lernen von anderen im team,Personalführung
1281,2018,2018_457,selbststudium,Personalführung
1282,2018,2018_458,autodidaktisch,"Konzentration,Gedächtnis,Geschwindigkeit"
1283,2018,2018_459,private projekte,Cloud-computing
1284,2018,2018_459,eigenes gewerbe,Cloud-computing
1285,2018,2018_459,auf arbeit 'learning by doing',Cloud-computing
1286,2018,2018_459,private projekte,Verbreitete Bibliotheken kennenlernen
1287,2018,2018_459,eigenes gewerbe,Verbreitete Bibliotheken kennenlernen
1288,2018,2018_459,auf arbeit 'learning by doing',Verbreitete Bibliotheken kennenlernen
1289,2018,2018_459,private projekte,Kombination von Bibliotheken verschiedener Sprachen erlernen
1290,2018,2018_459,eigenes gewerbe,Kombination von Bibliotheken verschiedener Sprachen erlernen
1291,2018,2018_459,auf arbeit 'learning by doing',Kombination von Bibliotheken verschiedener Sprachen erlernen
1292,2018,2018_460,studium,Team-Kommunikation
1293,2018,2018_460,selbststudium,Team-Kommunikation
1294,2018,2018_460,schule,Team-Kommunikation
1295,2018,2018_460,studium,Frameworks kennen
1296,2018,2018_460,studium,nutzen
1297,2018,2018_460,selbststudium,Frameworks kennen
1298,2018,2018_460,selbststudium,nutzen
1299,2018,2018_460,schule,Frameworks kennen
1300,2018,2018_460,schule,nutzen
1301,2018,2018_460,studium,CI
1302,2018,2018_460,selbststudium,CI
1303,2018,2018_460,schule,CI
1305,2018,2018_462,self-taught,"Statistics,English,C++"
1306,2018,2018_463,einführung über vorlesung/tutorien im studium,
1307,2018,2018_463,rest selbst angeeignet,
1308,2018,2018_464,b/m.sc. courses,mathematical formulation of problems and a structured translation to OOP-languages
1309,2018,2018_464,job,mathematical formulation of problems and a structured translation to OOP-languages
1311,2018,2018_466,learning by doing,
1315,2018,2018_470,self,Time management
1317,2018,2018_472,selbstudium,Team management
1318,2018,2018_473,autodidaktisch,unit testing
1319,2018,2018_473,autodidaktisch,collaborative development
1320,2018,2018_473,autodidaktisch,agiles development
1321,2018,2018_474,bachelorarbeit,
1322,2018,2018_475,selbststudium,
1323,2018,2018_476,selbststudium auf arbeit,Automatisierungstechnik
1324,2018,2018_476,selbststudium auf arbeit,Analyse großer Datenmengen
1325,2018,2018_476,selbststudium auf arbeit,DeBugging
1327,2018,2018_478,selber beigebracht,
1328,2018,2018_479,university,corporate best practice for software development
1329,2018,2018_480,learning by doing,
1333,2018,2018_484,eigenleistung,Embedded systems
1334,2018,2018_484,uni-kurse,Embedded systems
1335,2018,2018_484,eigenleistung,Projektplanung
1336,2018,2018_484,uni-kurse,Projektplanung
1337,2018,2018_484,eigenleistung,nichtstatistische Modellierung
1338,2018,2018_484,uni-kurse,nichtstatistische Modellierung
1339,2018,2018_485,selbst angeeignet,Java
1340,2018,2018_485,selbst angeeignet,C++
1341,2018,2018_485,selbst angeeignet,Continuos Deployment mit Travis
1342,2018,2018_485,selbst angeeignet,Conda Packaging
1344,2018,2018_487,self-taught,
1345,2018,2018_488,learning by doing,
1346,2018,2018_489,job,management + communication
1347,2018,2018_489,job,classes about how to make software more re-useable and FAIR
1348,2018,2018_489,but having many management tasks and sometimes coding,management + communication
