,Year_0,row_id,ukrse3_0,skill2_0
2614,2018,2018_946,job,time management
2615,2018,2018_946,formal courses,time management
2616,2018,2018_946,self-taught,time management
2617,2018,2018_946,job,time management
2618,2018,2018_946,university,developing leadership in others
2619,2018,2018_946,reading,developing leadership in others
2620,2018,2018_946,job,developing leadership in others
2621,2018,2018_946,formal courses,developing leadership in others
2622,2018,2018_946,self-taught,developing leadership in others
2623,2018,2018_946,job,developing leadership in others
2624,2018,2018_947,während meines studiums habe ich mir während der studienarbeit und der diplomarbeit matlab und shell angeeignet. während meiner aktuellen beschäftigung habe ich in beidem meine fähigkeiten ausgebaut.,Gemeinsame Regeln erstellen und vermitteln
2625,2018,2018_947,während meines studiums habe ich mir während der studienarbeit und der diplomarbeit matlab und shell angeeignet. während meiner aktuellen beschäftigung habe ich in beidem meine fähigkeiten ausgebaut.,sich mit anderen Entwicklern austauschen - sowohl generell als auch bei speziellen Fragen.
2627,2018,2018_949,studium,GUI mit HTML5
2628,2018,2018_950,learning-by-doing,OOP
2629,2018,2018_950,learning-by-doing,Testing
2630,2018,2018_951,job,Aktuellere Softwaretechnik
2631,2018,2018_951,job,Entwicklungswerkzeuge
2632,2018,2018_951,job,Projektmethodik
2633,2018,2018_951,job,Gesprächsführung
2634,2018,2018_952,udemy courses,Mobile app development (Android & iOS)
2635,2018,2018_952,udemy courses,Angular
2636,2018,2018_952,udemy courses,Docker
2638,2018,2018_954,fortran  und dann viel selbststudium,object-oriented programming
2639,2018,2018_954,fortran  und dann viel selbststudium,modular programming
2640,2018,2018_955,university,general software structuring and management
2641,2018,2018_955,self-taught,general software structuring and management
2642,2018,2018_955,university,parallel computing
2643,2018,2018_955,self-taught,parallel computing
2644,2018,2018_955,university,server maintenance
2645,2018,2018_955,self-taught,server maintenance
2646,2018,2018_956,self-taught,learn python
2647,2018,2018_956,practise,learn python
2648,2018,2018_956,simply doing stuff since 10 years,learn python
2649,2018,2018_956,self-taught,proper unit testing and documentation
2650,2018,2018_956,practise,proper unit testing and documentation
2651,2018,2018_956,simply doing stuff since 10 years,proper unit testing and documentation
2652,2018,2018_957,autodidaktisch,Dokumentation
2653,2018,2018_958,self-taught,nosql databases
2654,2018,2018_958,self-taught,continuous integration testing
2655,2018,2018_958,self-taught,???
2656,2018,2018_959,on my own,HPC skills
2657,2018,2018_959,on my own,ability to work with software
2658,2018,2018_959,on my own,project management
2659,2018,2018_959,on my own,R skills
2660,2018,2018_959,university,HPC skills
2661,2018,2018_959,university,ability to work with software
2662,2018,2018_959,university,project management
2663,2018,2018_959,university,R skills
2664,2018,2018_960,studium,KI
2665,2018,2018_960,autodidaktisch,KI
2666,2018,2018_960,studium,Big Data Analysis
2667,2018,2018_960,autodidaktisch,Big Data Analysis
2668,2018,2018_960,studium,Open Source Partizipation
2669,2018,2018_960,autodidaktisch,Open Source Partizipation
2670,2018,2018_961,learning by doing und einsteigerkurse,Validation
2671,2018,2018_961,learning by doing und einsteigerkurse,Testing
2672,2018,2018_961,learning by doing und einsteigerkurse,Deployment
2673,2018,2018_962,self-taught,Projektmanagement
2674,2018,2018_962,moocs,Projektmanagement
2675,2018,2018_962,self-taught,UX Design
2676,2018,2018_962,moocs,UX Design
2677,2018,2018_962,self-taught,Agile Methoden
2678,2018,2018_962,moocs,Agile Methoden
2681,2018,2018_965,self-taught,Team management
2682,2018,2018_965,self-taught,Teaching skill-up
2683,2018,2018_966,self-taught,
2684,2018,2018_966,learned from colleagues,
2685,2018,2018_967,university,Contract negotiation
2686,2018,2018_967,university,Artificial Intelligence
2687,2018,2018_967,university,Formal software design
2688,2018,2018_968,self-taught,
2689,2018,2018_969,self-taught,
2690,2018,2018_970,self-taught,
2691,2018,2018_971,self-taught,how to get people to listen to me
2692,2018,2018_971,self-taught,how to earn money ethically
2693,2018,2018_971,self-taught,microcontroller programming
2694,2018,2018_972,self-taught,
2695,2018,2018_973,i didnt,recruitment
2696,2018,2018_973,i didnt,management
2698,2018,2018_975,in the course of my research,more formal development practices
2699,2018,2018_975,in the course of my research,devOps CI and testing
2702,2018,2018_978,,practices in software development
2703,2018,2018_978,,more sysadmin
2704,2018,2018_978,,devops skills (e.g. openstack
2705,2018,2018_978,,kubernetes
2706,2018,2018_978,,ansible)
2707,2018,2018_978,,mangement
2708,2018,2018_978,,project managent
2709,2018,2018_979,university,HPC
2710,2018,2018_979,university,Deep Learning
2711,2018,2018_979,university,Code accelerating
2712,2018,2018_980,tutorials,More python
2713,2018,2018_980,tutorials,R
2714,2018,2018_980,tutorials,and SQL
2716,2018,2018_982,self-taught,
2717,2018,2018_983,self-taught,More data analysis skills
2718,2018,2018_984,durch eigenes interesse,Test-driven development
2719,2018,2018_984,durch eigenes interesse,neural networks
2720,2018,2018_984,durch eigenes interesse,agile development
2721,2018,2018_985,self-taught,How to sustain funding for research software development
2722,2018,2018_985,university,How to sustain funding for research software development
2723,2018,2018_985,self-taught,how to better exchange tools
2724,2018,2018_985,self-taught,skills with research community
2725,2018,2018_985,university,how to better exchange tools
2726,2018,2018_985,university,skills with research community
2727,2018,2018_986,self-taught,
2728,2018,2018_987,self-taught,Learn more languages
2729,2018,2018_987,self-taught,study CI best-practices
2730,2018,2018_987,self-taught,more familiar with cloud deployment
2733,2018,2018_990,self-taught,Formal development training i.e. production of professional documentation
2734,2018,2018_990,self-taught,robust unit testing proceedures
2735,2018,2018_990,self-taught,Formal realease of software training and any information on publication of novel software
2736,2018,2018_991,being educated as a scientist with a high dosis of software engineering interest.,Project Management
2737,2018,2018_991,being educated as a scientist with a high dosis of software engineering interest.,"Community building,"
2738,2018,2018_992,self-taught,Management persuasion
2739,2018,2018_993,uni,
2742,2018,2018_996,following and teaching cs courses,virtual machines (docker)
